,prob0,prob1,pred_class,class
0,0.108481921951843,0.8915180780481571,1,1
1,0.293618874916188,0.706381125083812,1,1
2,0.9054393070438528,0.0945606929561472,0,1
3,0.0855297552643854,0.9144702447356146,1,1
4,0.4082881351241905,0.5917118648758095,1,1
5,0.9516896630152972,0.0483103369847029,0,1
6,0.107338867272556,0.892661132727444,1,1
7,0.0121128694888819,0.987887130511118,1,1
8,0.0398805892841794,0.9601194107158204,1,1
9,0.1844087146859459,0.815591285314054,1,1
10,0.5108226998032721,0.4891773001967278,0,1
11,0.5632247444389656,0.4367752555610343,0,1
12,0.0153663338232719,0.9846336661767282,1,1
13,0.6796302153473193,0.3203697846526808,0,1
14,0.1556712410955001,0.8443287589044999,1,1
15,0.7015192102422331,0.2984807897577669,0,1
16,0.1422628870879278,0.8577371129120722,1,1
17,0.0767878636686257,0.9232121363313744,1,0
18,0.0510420657899782,0.9489579342100216,1,1
19,0.0574426743071672,0.9425573256928328,1,1
20,0.0069312606076474,0.9930687393923524,1,1
21,0.0024084823060242,0.9975915176939758,1,1
22,0.0008629627115639,0.9991370372884362,1,1
23,0.1015937588650143,0.8984062411349857,1,1
24,0.002955866181596,0.9970441338184038,1,1
25,0.5004942555711702,0.4995057444288299,0,1
26,0.011554122043089,0.9884458779569107,1,1
27,0.3526309395250843,0.6473690604749157,1,1
28,0.3196231784332005,0.6803768215667995,1,1
29,0.1911279849246615,0.8088720150753386,1,1
30,0.113023436210556,0.886976563789444,1,1
31,0.7330892688842978,0.2669107311157022,0,1
32,0.5017819854210852,0.4982180145789149,0,1
33,0.153630551673897,0.846369448326103,1,1
34,0.2069586958509832,0.7930413041490167,1,1
35,0.0072316562627335,0.9927683437372664,1,1
36,0.5201678562784545,0.4798321437215455,0,1
37,0.0707419671822327,0.9292580328177672,1,1
38,0.0406288475458574,0.9593711524541426,1,1
39,0.3105927551756601,0.6894072448243398,1,1
40,0.0042665942998022,0.9957334057001976,1,1
41,0.3718891665590368,0.6281108334409632,1,1
42,0.0499542664983203,0.9500457335016798,1,1
43,0.2659667160993136,0.7340332839006862,1,1
44,0.2841999112063074,0.7158000887936927,1,1
45,0.1948787180035995,0.8051212819964004,1,1
46,0.8041810283457776,0.1958189716542223,0,1
47,0.2323044038424718,0.7676955961575282,1,1
48,0.1072516451238402,0.8927483548761597,1,1
49,0.1630862755235458,0.8369137244764542,1,1
50,0.1653499807834471,0.8346500192165529,1,1
51,0.7677290553375066,0.2322709446624934,0,1
52,0.0003122894423323,0.9996877105576678,1,1
53,0.8515711870202525,0.1484288129797474,0,1
54,0.0460269873415448,0.9539730126584552,1,1
55,0.0038708515851535,0.9961291484148465,1,1
56,0.3240779773401663,0.6759220226598337,1,1
57,0.5662996382346728,0.4337003617653273,0,1
58,0.1377492759522482,0.8622507240477517,1,1
59,0.1297383339125901,0.87026166608741,1,1
60,0.0289917633615026,0.9710082366384972,1,1
61,0.0491062796738233,0.9508937203261766,1,1
62,0.2262905013909269,0.7737094986090731,1,1
63,0.7651666639125899,0.23483333608741,0,1
64,0.0240038791299145,0.9759961208700856,1,1
65,0.9722654042794228,0.027734595720577,0,1
66,0.0281008028071694,0.9718991971928304,1,1
67,0.0276321685389425,0.9723678314610572,1,1
68,0.0742249493130812,0.9257750506869188,1,1
69,0.011218133774661,0.9887818662253391,1,1
70,0.8685308232403905,0.1314691767596094,0,1
71,0.0807643238359272,0.9192356761640728,1,1
72,0.7014970724732743,0.2985029275267257,0,1
73,0.1536819142613655,0.8463180857386344,1,1
74,0.0089048846593056,0.9910951153406944,1,1
75,0.7442981694678441,0.2557018305321559,0,0
76,0.2618485688353354,0.7381514311646645,1,1
77,0.3204082563787707,0.6795917436212294,1,1
78,0.1719582754360319,0.8280417245639681,1,1
79,0.0163372819964092,0.9836627180035908,1,1
80,0.1120958757790055,0.8879041242209945,1,1
81,0.71484382285619,0.28515617714381,0,1
82,0.2105409085702926,0.7894590914297074,1,1
83,0.6740487827153443,0.3259512172846558,0,1
84,0.3185765438910811,0.6814234561089189,1,1
85,0.037764929131472,0.962235070868528,1,1
86,0.0139945356419542,0.9860054643580458,1,1
87,0.0443396367497185,0.9556603632502814,1,1
88,0.2347289341765371,0.7652710658234628,1,1
89,0.0016188657065634,0.9983811342934368,1,1
90,0.0985001062155516,0.9014998937844484,1,1
91,0.0521102708539537,0.9478897291460464,1,1
92,0.0242533694716217,0.9757466305283784,1,1
93,0.0008201155009827,0.9991798844990172,1,1
94,0.7164632512065404,0.2835367487934595,0,1
95,0.2484801434608308,0.7515198565391692,1,1
96,0.5207875988024828,0.4792124011975172,0,1
97,0.0867821419874678,0.9132178580125324,1,1
98,0.2931020785178991,0.7068979214821007,1,1
99,0.0029680812592266,0.9970319187407732,1,1
100,0.0071380698213384,0.9928619301786614,1,1
101,0.2552576799046936,0.7447423200953064,1,1
102,0.0147766753258714,0.9852233246741284,1,1
103,0.0081759175636119,0.991824082436388,1,1
104,0.0689738820897228,0.931026117910277,1,1
105,0.0350363285470334,0.9649636714529668,1,1
106,0.1201095206200098,0.8798904793799901,1,1
107,0.0835424790475661,0.9164575209524338,1,1
108,0.7188483724230631,0.281151627576937,0,1
109,0.209887843344078,0.7901121566559219,1,1
110,0.8940961357543993,0.1059038642456008,0,1
111,0.8811535331023915,0.1188464668976083,0,0
112,0.1799256844816233,0.8200743155183767,1,1
113,0.2193304378063642,0.7806695621936358,1,1
114,0.320290151870366,0.679709848129634,1,1
115,0.011133597817167,0.988866402182833,1,1
116,0.2394565920519183,0.7605434079480817,1,1
117,0.2510590417994556,0.7489409582005443,1,1
118,0.1149434528519763,0.8850565471480237,1,1
119,0.1613603100416579,0.838639689958342,1,1
120,0.1206489408114402,0.8793510591885598,1,1
121,0.2361022905907639,0.7638977094092361,1,1
122,0.2004844259372842,0.7995155740627158,1,1
123,0.1266194578840884,0.8733805421159117,1,1
124,0.4235167505440417,0.5764832494559583,1,1
125,0.0079788082929822,0.9920211917070176,1,1
126,0.0595756596957549,0.940424340304245,1,1
127,0.0093047171452796,0.9906952828547204,1,1
128,0.6985950888171544,0.3014049111828457,0,1
129,0.0473139484201509,0.952686051579849,1,1
130,0.0512179443778368,0.9487820556221632,1,1
131,0.1062584462521309,0.893741553747869,1,1
132,0.0608177901018679,0.939182209898132,1,1
133,0.0031069852452419,0.996893014754758,1,1
134,0.0017087140719723,0.9982912859280276,1,1
135,0.3796595185579013,0.6203404814420986,1,1
136,0.0122388159256787,0.9877611840743212,1,1
137,0.7273598309740367,0.2726401690259634,0,1
138,0.7498264612264474,0.2501735387735526,0,1
139,0.3366246787014808,0.6633753212985192,1,1
140,0.0182462052040193,0.9817537947959808,1,1
141,0.2302818846406218,0.7697181153593782,1,1
142,0.4409963041077118,0.5590036958922882,1,1
143,0.348279663964696,0.651720336035304,1,1
144,0.1559471345641088,0.8440528654358911,1,1
145,0.3206083864766526,0.6793916135233473,1,1
146,0.4766474281721053,0.5233525718278946,1,1
147,0.6378173308114816,0.3621826691885184,0,1
148,0.0834823124611665,0.9165176875388332,1,1
149,0.4237137634352089,0.576286236564791,1,1
150,0.344985873943093,0.655014126056907,1,1
151,0.2853862246152302,0.7146137753847699,1,1
152,0.0033786834815562,0.996621316518444,1,1
153,0.02403364170162,0.97596635829838,1,1
154,0.4195572096236034,0.5804427903763967,1,1
155,0.2667841847469028,0.7332158152530972,1,1
156,0.4170993674373316,0.5829006325626682,1,1
157,0.0587903234560534,0.9412096765439464,1,1
158,0.1748881512462064,0.8251118487537935,1,1
159,0.0048493416231213,0.9951506583768788,1,1
160,0.0306071803891555,0.9693928196108444,1,1
161,0.2841493341794286,0.7158506658205713,1,1
